"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","time_signature","sentiment","duration_min","tempo_div_100","popularity_div_1000"
FALSE,0.593,0.34,"4",-10.516,"0",0.138,0.0895,2.65e-06,0.113,0.423,4,0.9949,3.45021666666667,0.99905,12.6645
FALSE,0.547,0.932,"7",-5.237,"1",0.0966,0.00233,0,0.335,0.512,4,0.9983,3.77,1.34976,0.434666666666667
TRUE,0.523,0.954,"1",-3.051,"1",0.0374,0.00385,1.65e-06,0.243,0.901,4,0.986,3.58533333333333,1.41982,25.468
FALSE,0.466,0.842,"6",-2.937,"1",0.0513,0.0332,9.12e-06,0.349,0.418,4,0.9945,3.22888333333333,0.75,2.6902
TRUE,0.874,0.692,"5",-5.28,"0",0.0431,0.0412,7.24e-05,0.324,0.937,4,0.9992,2.976,1.16017,40.625
TRUE,0.778,0.547,"2",-7.273,"1",0.0489,0.346,0.000302,0.132,0.441,4,0.9994,4.04555,0.95002,9.62933333333333
FALSE,0.568,0.517,"6",-7.316,"0",0.0894,0.146,0,0.343,0.578,4,0.9957,4.38066666666667,1.04443,12.6645
TRUE,0.549,0.674,"1",-5.289,"1",0.0268,0.016,0,0.0794,0.651,4,0.8342,3.34221666666667,0.81945,1.2558
TRUE,0.675,0.783,"1",-6.284,"1",0.0365,0.134,0,0.122,0.4,4,0.9894,3.83288333333333,1.20018,16.725
TRUE,0.533,0.92,"0",-4.065,"0",0.0816,0.0197,0,0.749,0.644,4,-0.092,3.44711666666667,1.48993,21.8845714285714
TRUE,0.487,0.667,"7",-4.216,"0",0.0309,0.153,0,0.161,0.463,4,0.8091,3.60066666666667,1.45854,2.76833333333333
FALSE,0.523,0.847,"3",-5.888,"1",0.028,0.00309,1.21e-05,0.146,0.475,4,-0.9058,5.672,1.55032,1.5686
FALSE,0.581,0.678,"1",-6.624,"1",0.063,0.0512,0,0.164,0.284,4,-0.7561,4.25355,1.42968,5.9325
FALSE,0.668,0.761,"9",-7.093,"0",0.0912,0.03,0,0.365,0.34,4,0.9993,4.80555,1.33985,5.9325
FALSE,0.681,0.747,"6",-5.731,"0",0.0329,0.0571,2.12e-06,0.171,0.282,4,0.9844,3.54933333333333,1.06977,0.1635
FALSE,0.78,0.857,"7",-4.848,"1",0.0377,0.0171,0,0.0682,0.465,4,-0.975,3.85338333333333,1.3284,2.939
FALSE,0.82,0.449,"1",-6.875,"1",0.109,0.55,0.187,0.178,0.13,4,0.9903,3.99166666666667,1.20084,17.1463333333333
FALSE,0.631,0.908,"6",-4.842,"0",0.0391,0.00144,0,0.23,0.821,4,0.992,3.70748333333333,1.28027,14.0948333333333
TRUE,0.688,0.473,"8",-9.059,"1",0.167,0.716,4.46e-05,0.104,0.299,4,0.9995,5.30875,0.84958,6.228
TRUE,0.695,0.869,"8",-5.066,"1",0.0483,0.41,0,0.237,0.58,4,0.981,3.90845,1.24989,7.6396
TRUE,0.588,0.664,"7",-5.18,"1",0.159,0.043,4.3e-05,0.639,0.333,4,0.9921,5.886,1.06502,10.5492
TRUE,0.626,0.805,"7",-5.81,"1",0.0449,0.0126,0,0.156,0.882,4,0.9967,3.012,1.1603,1.076
FALSE,0.485,0.78,"9",-5.261,"0",0.142,0.149,0,0.0568,0.267,4,-0.9945,4.45621666666667,1.36972,59.1195
FALSE,0.737,0.494,"1",-9.723,"0",0.416,0.629,0,0.126,0.44,4,0.996,5.36933333333333,0.94485,59.1195
TRUE,0.623,0.879,"8",-5.956,"1",0.0804,0.258,0,0.0333,0.894,4,0.9895,3.42845,1.60022,9.289
TRUE,0.537,0.693,"9",-5.256,"1",0.0847,0.0566,0,0.146,0.581,4,0.9942,3.02016666666667,1.76004,3.80033333333333
FALSE,0.63,0.791,"2",-4.497,"1",0.0279,0.0131,6.83e-06,0.232,0.491,4,0.9933,3.86311666666667,1.02963,2.03233333333333
TRUE,0.664,0.642,"6",-5.961,"1",0.038,0.129,0,0.114,0.501,4,0.9981,3.49488333333333,1.18002,6.761
FALSE,0.855,0.433,"1",-8.447,"0",0.15,0.0414,0,0.1,0.394,4,0.2207,3.62666666666667,0.99975,59.1195
FALSE,0.668,0.565,"6",-5.879,"1",0.505,0.171,0,0.124,0.142,4,0.7173,4.36445,1.40489,59.1195
FALSE,0.652,0.345,"8",-11.319,"0",0.119,0.0437,3.59e-05,0.297,0.304,4,-0.9978,4.20088333333333,1.03281,59.1195
FALSE,0.432,0.681,"6",-5.4,"1",0.437,0.114,0,0.236,0.296,4,0.4604,6.10666666666667,0.77793,59.1195
TRUE,0.321,0.416,"11",-8.935,"0",0.0343,0.266,3.02e-05,0.106,0.151,4,0.9975,3.94045,1.14594,22.579
FALSE,0.472,0.468,"3",-5.815,"1",0.184,0.163,0,0.586,0.404,4,-0.9526,3.93933333333333,0.8194,59.1195
TRUE,0.79,0.875,"7",-6.55,"1",0.091,0.0476,0,0.312,0.759,4,-0.9962,4.11688333333333,1.39985,5.5872
FALSE,0.66,0.816,"0",-4.332,"0",0.0344,0.00976,1.87e-05,0.59,0.66,4,0.9976,3.73511666666667,1.2797,0.076
TRUE,0.645,0.878,"5",-3.208,"0",0.113,0.294,0,0.076,0.862,4,0.9998,3.78378333333333,0.82324,14.5346666666667
FALSE,0.687,0.871,"0",-5.531,"1",0.0689,0.00225,0.00708,0.134,0.539,4,0,3.82398333333333,1.15,10.2346666666667
TRUE,0.526,0.801,"2",-3.717,"1",0.0393,0.0354,3.17e-06,0.0637,0.769,4,0.9866,3.22955,1.72024,2.521
TRUE,0.491,0.841,"5",-3.579,"1",0.0421,0.0471,0,0.0886,0.721,4,0.9863,2.71778333333333,1.99851,0.837333333333333
FALSE,0.483,0.768,"3",-5.431,"1",0.0732,0.209,0.000646,0.103,0.405,4,-0.9288,4.17511666666667,1.79957,33.5361666666667
FALSE,0.586,0.727,"6",-4.799,"1",0.039,0.00247,0.0107,0.152,0.496,4,0.9966,3.88911666666667,1.2499,3.8744
FALSE,0.641,0.745,"4",-6.496,"1",0.0324,0.0607,5.88e-06,0.104,0.719,4,0.9975,3.41466666666667,0.90501,0.15
FALSE,0.551,0.827,"8",-5.369,"1",0.03,0.109,2.1e-06,0.0772,0.185,5,0.9588,3.38845,1.29899,0.274
FALSE,0.724,0.796,"1",-3.686,"1",0.0328,0.0152,0,0.354,0.542,4,0.9992,3.29333333333333,1.01975,14.5346666666667
FALSE,0.28,0.449,"11",-7.736,"1",0.0292,0.638,0.701,0.105,0.103,4,-0.5267,3.93488333333333,1.364,7.49783333333333
FALSE,0.521,0.57,"9",-5.567,"1",0.0245,0.0254,1.17e-06,0.0757,0.608,4,0.9988,4.22266666666667,1.69995,0.791
TRUE,0.514,0.742,"8",-2.525,"1",0.0258,0.27,1.7e-06,0.085,0.47,4,0.9844,4.10755,1.01,13.9885
FALSE,0.581,0.716,"11",-4.486,"0",0.186,0.181,0,0.201,0.597,4,-0.9988,6.22821666666667,1.45378,59.1195
TRUE,0.688,0.904,"1",-2.234,"1",0.106,0.0229,0,0.0909,0.71,4,0.9968,3.54045,1.27887,2.59325
FALSE,0.585,0.717,"11",-8.379,"0",0.0311,0.0561,0.0148,0.366,0.636,4,0.9848,7.5164,1.11563,1.811
FALSE,0.656,0.877,"0",-3.231,"0",0.0342,0.345,0,0.349,0.894,4,0.6031,4.20578333333333,1.05018,2.2025
TRUE,0.546,0.787,"7",-4.1,"0",0.0517,0.0101,0.00021,0.0809,0.573,4,0.9975,3.86645,0.79979,7.57933333333333
TRUE,0.781,0.526,"6",-6.986,"0",0.293,0.0633,0,0.0457,0.665,4,-0.9749,3.92688333333333,0.94993,5.3912
TRUE,0.561,0.836,"9",-3.939,"1",0.1,0.0525,0,0.136,0.517,4,0.9965,3.78311666666667,1.27923,6.8868
TRUE,0.577,0.576,"2",-6.299,"1",0.0563,0.0143,0,0.602,0.12,4,0.9975,3.90066666666667,1.33973,1.83733333333333
FALSE,0.775,0.749,"0",-5.337,"1",0.0425,0.00555,1.1e-05,0.103,0.227,4,0.9773,3.29555,1.28015,2.939
FALSE,0.324,0.327,"2",-7.494,"1",0.0409,0.825,0,0.101,0.334,4,0.9912,5.46288333333333,0.81328,14.5346666666667
FALSE,0.678,0.72,"4",-6.034,"1",0.027,0.165,5.73e-06,0.114,0.538,4,0.1609,4.81333333333333,0.95027,7.206
FALSE,0.712,0.726,"7",-7.345,"1",0.0249,0.0284,4.4e-05,0.104,0.557,4,0.9824,6.04688333333333,1.11069,7.86866666666667
FALSE,0.611,0.464,"10",-8.068,"0",0.294,0.0171,0.214,0.0794,0.274,4,0,4.05688333333333,1.27766,2.781
FALSE,0.845,0.705,"6",-4.271,"0",0.243,0.0218,0,0.339,0.334,4,0.2843,4.10078333333333,1.3205,59.1195
FALSE,0.885,0.615,"8",-6.714,"1",0.123,0.146,0,0.0651,0.598,4,-0.9943,4.17955,0.97999,3.371
FALSE,0.433,0.307,"7",-10.479,"1",0.0304,0.786,0,0.0944,0.0969,4,0.9978,2.07093333333333,1.15943,0.147
TRUE,0.667,0.608,"1",-7.054,"1",0.216,0.324,0.000198,0.426,0.475,4,0.9983,4.01933333333333,0.99992,22.121
TRUE,0.526,0.816,"7",-4.009,"1",0.0421,0.0285,0,0.22,0.414,4,-0.9875,3.91266666666667,1.44032,32.6171666666667
TRUE,0.379,0.608,"0",-7.011,"0",0.134,0.00311,0.000614,0.251,0.241,4,0.9991,4.54911666666667,0.81734,4.1806
FALSE,0.58,0.916,"3",-4.358,"0",0.0387,0.000297,0.0259,0.126,0.683,4,0.5907,5.09845,1.18004,3.5386
FALSE,0.397,0.69,"2",-4.108,"0",0.195,0.395,0,0.101,0.36,4,-0.9727,5.99666666666667,1.72073,17.1463333333333
FALSE,0.465,0.956,"0",-3.34,"0",0.128,0.00963,0.000101,0.335,0.665,4,0.947,3.44466666666667,1.84126,0.92425
FALSE,0.667,0.619,"2",-4.933,"1",0.151,0.126,0,0.101,0.427,4,0.9984,3.31511666666667,1.69865,0.2905
TRUE,0.703,0.681,"2",-6.356,"1",0.133,0.00589,0,0.449,0.245,4,-0.9998,5.13888333333333,1.24928,59.1195
TRUE,0.562,0.878,"8",-4.806,"1",0.0387,0.0539,0,0.112,0.558,4,0.9621,3.94775,1.03029,12.1075
FALSE,0.719,0.665,"8",-8.589,"1",0.0331,0.15,0.00092,0.144,0.763,4,0.8438,4.22488333333333,0.96999,2.956
TRUE,0.676,0.755,"4",-5.333,"1",0.0388,0.322,0,0.298,0.425,4,0.9989,3.33245,1.0703,4.1806
FALSE,0.736,0.522,"2",-8.02,"1",0.116,0.0299,0,0.108,0.369,4,-0.992,3.33978333333333,0.97547,0.709
TRUE,0.81,0.603,"3",-7.727,"1",0.0728,0.0275,0.908,0.0719,0.167,4,-0.8171,3.85008333333333,1.28006,0.147
FALSE,0.736,0.691,"8",-6.118,"1",0.169,0.0771,0,0.0422,0.18,4,0.9993,4.45666666666667,0.99954,1.7678
TRUE,0.611,0.688,"2",-6.369,"1",0.0529,0.251,2.35e-06,0.248,0.649,4,0.97,4.81266666666667,1.69895,30.3088333333333
TRUE,0.612,0.28,"0",-8.648,"1",0.0434,0.932,0,0.088,0.387,4,0.9928,3.56378333333333,0.72795,37.3488571428571
TRUE,0.711,0.906,"8",-2.671,"1",0.0284,0.00952,1.64e-05,0.153,0.824,4,-0.9981,2.61921666666667,1.25916,1.31933333333333
FALSE,0.572,0.912,"7",-4.875,"1",0.0707,0.00155,1.2e-06,0.102,0.606,4,0.9912,3.11978333333333,1.56073,13.932
FALSE,0.668,0.64,"3",-5.208,"0",0.0888,0.049,0,0.0675,0.259,4,0.6262,3.02711666666667,1.30004,11.874
FALSE,0.547,0.939,"11",-4.052,"1",0.131,0.00591,0,0.227,0.557,4,0.986,3.43603333333333,1.03933,0.377
FALSE,0.61,0.383,"5",-7.543,"1",0.0322,0.676,0,0.0949,0.164,4,0.5572,3.69466666666667,1.37766,6.2325
FALSE,0.713,0.687,"6",-7.518,"0",0.21,0.129,0,0.214,0.555,4,-0.9992,4.51311666666667,0.75014,3.086
TRUE,0.867,0.638,"6",-6.657,"0",0.0643,0.015,0,0.157,0.28,4,-0.9986,4.26155,1.13969,1.7678
TRUE,0.682,0.471,"0",-9.182,"1",0.0301,0.765,0,0.0908,0.421,4,0.9917,2.71888333333333,0.79907,10.1837142857143
FALSE,0.883,0.763,"7",-6.997,"1",0.273,0.0109,0.00219,0.551,0.391,4,-0.9948,3.79688333333333,0.97015,40.625
FALSE,0.304,0.572,"7",-7.571,"0",0.0343,0.0137,0.005,0.107,0.217,4,-0.8057,5.13088333333333,0.8085,14.202
FALSE,0.576,0.86,"8",-3.913,"1",0.0394,0.000875,0,0.316,0.594,4,0.9954,3.26821666666667,0.87461,7.87116666666667
FALSE,0.632,0.784,"2",-7.457,"1",0.0393,0.000157,3.6e-05,0.037,0.278,4,0.999,3.38906666666667,1.00019,1.2705
FALSE,0.71,0.925,"0",-3.329,"1",0.0359,0.039,0,0.127,0.93,4,0.9967,3.71645,1.18024,0.952
TRUE,0.558,0.924,"9",-4.341,"0",0.064,0.0271,3.32e-06,0.537,0.567,4,-0.9614,3.11378333333333,1.5199,14.8828
TRUE,0.537,0.66,"9",-7.174,"1",0.0296,0.455,0,0.135,0.574,4,0.9808,4.97288333333333,1.48096,3.5995
TRUE,0.291,0.4,"2",-10.615,"1",0.0306,0.145,1.86e-05,0.259,0.0935,1,0.9984,3.59866666666667,0.83112,0.6142
TRUE,0.617,0.588,"1",-6.302,"1",0.464,0.0369,0,0.514,0.878,4,-0.7948,3.71955,1.32164,5.5872
TRUE,0.475,0.936,"5",-2.545,"1",0.0413,0.0418,0,0.0873,0.598,4,0.5293,3.49311666666667,1.51988,3.0498
TRUE,0.699,0.819,"1",-5.111,"1",0.058,0.0886,0,0.143,0.654,4,0.5267,3.01355,1.0402,25.8443333333333
FALSE,0.737,0.723,"0",-5.834,"1",0.261,0.0864,4.47e-06,0.522,0.555,4,-0.9732,4.02688333333333,1.48113,8.043
TRUE,0.653,0.875,"6",-3.015,"1",0.0366,0.291,0,0.054,0.775,4,0.9947,3.42111666666667,1.00047,10.815
FALSE,0.723,0.87,"8",-3.013,"0",0.0435,0.035,0,0.656,0.678,4,0.9926,3.48075,1.29952,3.3314
TRUE,0.563,0.722,"6",-5.252,"1",0.0407,0.313,0,0.393,0.801,4,0.9931,4.69088333333333,1.50039,2.6376
FALSE,0.642,0.873,"2",-5.821,"1",0.0551,0.00394,0,0.175,0.662,4,-0.9836,3.20088333333333,0.82002,13.932
FALSE,0.693,0.558,"6",-4.461,"1",0.0572,0.0181,5.95e-06,0.137,0.713,4,0.9972,4.23666666666667,1.28045,1.743
FALSE,0.598,0.799,"6",-5.156,"1",0.0349,0.041,0,0.157,0.596,4,0.9713,4.33266666666667,1.27975,7.28883333333333
TRUE,0.482,0.873,"0",-3.145,"1",0.0853,0.0111,0,0.409,0.737,4,0.9939,3.572,1.65084,0.92425
TRUE,0.654,0.731,"10",-4.767,"0",0.0568,0.0419,0,0.122,0.59,4,0.9989,3.55333333333333,1.04002,7.99683333333333
TRUE,0.587,0.698,"1",-8.948,"1",0.0943,0.0152,0,0.442,0.0985,4,-0.8386,5.17866666666667,1.33954,30.8365
TRUE,0.477,0.791,"2",-5.348,"1",0.0396,0.0259,0,0.0841,0.505,4,0,4.65111666666667,1.5783,31.259
TRUE,0.504,0.785,"8",-4.802,"1",0.104,0.0738,0,0.239,0.502,4,0.9893,3.514,1.73968,7.87116666666667
TRUE,0.661,0.729,"7",-6.561,"1",0.0376,0.00215,0.0013,0.0477,0.668,4,0.9979,3.86866666666667,1.03987,34.206
FALSE,0.365,0.943,"11",-5.274,"0",0.474,0.219,0,0.39,0.456,4,0.796,3.96533333333333,1.77919,9.1275
TRUE,0.592,0.637,"11",-8.48,"1",0.0992,0.562,0,0.13,0.565,4,0.9982,3.08488333333333,1.59701,36.4356666666667
FALSE,0.525,0.74,"1",-5.383,"1",0.295,0.0171,6.52e-05,0.249,0.662,4,0.7421,4.09645,0.858,0.491
FALSE,0.766,0.809,"1",-6.123,"1",0.279,0.0011,0,0.168,0.325,4,-0.9988,3.13355,1.30127,17.1463333333333
FALSE,0.414,0.454,"4",-9.33,"1",0.0589,0.0141,0.0462,0.4,0.07,4,-0.9958,4.56755,1.17147,0.491
TRUE,0.794,0.523,"8",-7.829,"1",0.161,0.0331,0,0.156,0.56,4,0.9048,2.902,0.86307,59.1195
TRUE,0.676,0.896,"7",-4.689,"1",0.066,0.118,4e-06,0.0734,0.434,4,0.9946,3.95178333333333,1.29977,4.489
TRUE,0.664,0.799,"7",-5.121,"0",0.0368,0.0932,0.000108,0.105,0.35,4,-0.929,3.27911666666667,0.94991,3.9925
TRUE,0.47,0.778,"5",-5.992,"1",0.037,0.0295,0.000225,0.347,0.448,4,0.8924,4.23045,1.52005,10.8554
FALSE,0.479,0.606,"0",-6.424,"0",0.0676,0.0241,0,0.33,0.626,5,0.9987,3.96645,0.88573,7.99683333333333
TRUE,0.531,0.683,"1",-4.093,"0",0.333,0.135,0.00265,0.22,0.212,4,0.9668,3.64578333333333,0.84817,8.043
TRUE,0.797,0.608,"6",-6.096,"0",0.0584,0.00112,7.66e-05,0.0748,0.402,4,-0.9946,4.65845,1.27999,12.6645
FALSE,0.563,0.902,"1",-4.586,"0",0.402,0.0545,0,0.0524,0.559,4,-0.9103,3.79845,1.71999,5.5872
FALSE,0.499,0.843,"6",-2.224,"1",0.113,0.0138,0,0.124,0.533,4,0.9548,3.44133333333333,1.27932,1.897
TRUE,0.693,0.733,"1",-5.126,"1",0.139,0.013,0,0.0924,0.497,4,-0.9989,4.13311666666667,1.4001,2.3562
TRUE,0.452,0.794,"0",-5.151,"1",0.0483,0.0111,0.00182,0.416,0.282,4,-0.9791,3.27773333333333,1.37825,2.21
TRUE,0.6,0.592,"1",-4.947,"1",0.0545,0.0191,0,0.0955,0.0663,4,-0.996,4.48778333333333,1.30205,14.2316666666667
TRUE,0.663,0.822,"9",-2.909,"1",0.0557,0.00413,0.00318,0.234,0.567,4,0.9525,4.846,1.28002,1.897
FALSE,0.506,0.59,"1",-4.322,"1",0.076,0.165,1.09e-05,0.096,0.359,4,-0.996,4.26821666666667,1.41099,17.1463333333333
TRUE,0.757,0.848,"2",-4.234,"1",0.335,0.0481,0,0.121,0.686,4,-0.9982,3.544,1.39995,6.982
TRUE,0.622,0.469,"3",-6.798,"0",0.0363,0.00454,2.25e-06,0.0335,0.679,4,-0.9991,3.662,0.77019,34.206
FALSE,0.748,0.666,"9",-7.024,"1",0.0594,0.0885,0.719,0.349,0.323,4,0.996,2.88,1.25035,22.579
FALSE,0.658,0.475,"7",-11.703,"1",0.0292,0.521,0.0067,0.176,0.685,4,0.9363,4.28978333333333,1.53851,2.956
FALSE,0.541,0.506,"1",-7.08,"1",0.0293,0.711,0,0.146,0.327,4,0.9981,3.43466666666667,1.3996,0.979
TRUE,0.532,0.825,"9",-5.287,"1",0.0468,0.18,0,0.296,0.96,4,0.9865,3.26445,1.69961,7.206
TRUE,0.669,0.634,"11",-6.476,"1",0.0327,0.0125,0,0.0946,0.496,4,-0.8279,4.25088333333333,1.24906,59.1195
FALSE,0.692,0.728,"6",-5.13,"1",0.171,0.0131,0,0.329,0.642,4,0.9903,4.06311666666667,1.27995,4.489
TRUE,0.576,0.355,"1",-8.388,"1",0.033,0.439,4.55e-05,0.13,0.299,4,0.9966,3.31221666666667,1.37232,15.5393333333333
FALSE,0.899,0.399,"11",-6.553,"1",0.038,0.61,1.52e-05,0.0923,0.544,4,0.766,2.98911666666667,0.98067,2.21666666666667
FALSE,0.562,0.673,"7",-4.186,"1",0.0278,0.232,0,0.0829,0.326,4,0.996,3.46245,0.95988,0.830333333333333
TRUE,0.726,0.698,"5",-4.165,"1",0.0431,0.049,0,0.309,0.867,4,0.9996,3.8913,1.43994,37.3488571428571
TRUE,0.497,0.927,"0",-4.52,"1",0.0371,0.00286,1.26e-06,0.413,0.607,4,0.9845,3.70021666666667,0.96991,25.468
TRUE,0.768,0.809,"4",-4.204,"0",0.0616,0.278,0,0.139,0.748,4,-0.4335,2.96288333333333,1.11989,7.91633333333333
FALSE,0.584,0.557,"6",-6.371,"1",0.0342,0.0129,0,0.0576,0.767,4,-0.999,3.66266666666667,1.54008,31.259
TRUE,0.548,0.831,"4",-3.737,"0",0.0654,0.00628,0,0.281,0.193,4,0.9948,4.75436666666667,1.33038,0.506
TRUE,0.27,0.58,"8",-5.717,"0",0.039,0.469,0,0.343,0.242,3,-0.9532,4.032,1.79919,1.9404
TRUE,0.559,0.795,"7",-6.255,"1",0.052,0.0787,4.83e-06,0.102,0.553,4,0.9752,3.75711666666667,1.60039,7.86866666666667
FALSE,0.831,0.783,"5",-6.719,"1",0.0527,0.079,1.27e-06,0.35,0.771,4,-0.9864,3.64066666666667,1.40046,4.83416666666667
FALSE,0.841,0.733,"1",-5.077,"1",0.142,0.0246,0,0.174,0.284,4,-0.9739,4.72821666666667,1.30009,6.636
FALSE,0.724,0.693,"1",-4.737,"1",0.229,0.0293,0,0.0709,0.388,4,-0.9985,5.08466666666667,1.42037,2.3562
FALSE,0.659,0.64,"2",-6.544,"1",0.0263,0.151,0.00477,0.109,0.211,4,0.9752,2.99378333333333,0.96935,0.152
FALSE,0.742,0.878,"9",-3.127,"0",0.128,0.000758,8.88e-05,0.286,0.564,4,0.995,3.69533333333333,1.14965,0.9315
TRUE,0.632,0.723,"5",-9.323,"0",0.0682,0.0166,3.74e-05,0.104,0.243,4,0.9997,4.24778333333333,1.37958,3.086
TRUE,0.656,0.674,"7",-5.473,"1",0.0269,0.00242,0,0.255,0.369,4,0.9852,3.75111666666667,1.20001,17.8732857142857
TRUE,0.576,0.726,"11",-4.625,"1",0.035,0.255,0,0.108,0.582,4,0.997,3.59533333333333,1.36802,30.3088333333333
FALSE,0.595,0.774,"11",-6.692,"0",0.0382,0.18,0,0.109,0.825,4,0.9916,4.04466666666667,1.59918,16.1361666666667
TRUE,0.577,0.649,"7",-7.031,"1",0.027,0.253,5.03e-06,0.0798,0.339,4,0.9881,4.18888333333333,1.30313,3.66471428571429
TRUE,0.388,0.694,"5",-5.769,"1",0.0735,0.118,0.000293,0.082,0.365,5,-0.9487,4.63955,1.45434,8.369
TRUE,0.785,0.478,"2",-8.735,"1",0.0419,0.0254,0,0.0901,0.39,4,0.8115,2.68666666666667,1.34002,11.874
TRUE,0.549,0.805,"6",-3.431,"1",0.0277,0.0628,5.26e-06,0.343,0.53,4,-0.9952,3.38178333333333,1.4791,1.49733333333333
TRUE,0.51,0.649,"11",-6.215,"1",0.0348,0.0978,0.00206,0.119,0.118,4,0.8776,3.914,1.41963,5.3436
TRUE,0.772,0.685,"5",-6.849,"1",0.0696,0.019,8.96e-05,0.131,0.501,4,-0.986,4.72333333333333,1.30033,1.982
TRUE,0.573,0.929,"8",-3.942,"0",0.109,0.197,0.000112,0.0567,0.582,4,0.998,3.54266666666667,1.27934,3.71771428571429
TRUE,0.517,0.811,"5",-4.526,"0",0.286,0.186,0,0.105,0.494,4,-0.9971,4.172,1.68269,0.6924
FALSE,0.725,0.773,"10",-5.125,"1",0.0454,0.0135,4.54e-05,0.0688,0.194,4,-0.806,4.05111666666667,1.25948,8.043
TRUE,0.825,0.489,"11",-9.32,"1",0.263,0.0215,0,0.111,0.438,4,-0.9984,3.33288333333333,0.9699,5.5872
TRUE,0.853,0.693,"1",-6.87,"1",0.275,0.0239,0,0.11,0.662,4,0.9817,3.89645,0.95967,52.8641428571429
TRUE,0.554,0.792,"11",-8.166,"0",0.0309,0.406,0.000665,0.315,0.537,4,0.9926,4.29871666666667,1.02042,1.6655
TRUE,0.486,0.769,"1",-5.14,"1",0.0341,0.0119,0.00832,0.197,0.393,4,0.9866,4.612,1.31286,15.335
FALSE,0.771,0.895,"9",-4.805,"1",0.253,0.0499,0,0.571,0.771,4,-0.9993,3.032,0.96576,8.043
TRUE,0.656,0.884,"2",-4.748,"1",0.0372,0.0162,0,0.144,0.86,4,0.842,4.00511666666667,1.05009,29.4985714285714
FALSE,0.686,0.816,"3",-5.953,"1",0.0318,0.155,0,0.252,0.871,4,0.9579,2.63821666666667,1.13939,4.7235
TRUE,0.516,0.755,"0",-8.868,"0",0.351,0.0258,0,0.329,0.633,4,-0.7056,3.13178333333333,0.99764,0.755
TRUE,0.555,0.854,"5",-4.468,"0",0.0609,0.0223,3.95e-06,0.0672,0.448,4,0.9851,4.96578333333333,1.19991,13.8117142857143
FALSE,0.839,0.665,"1",-5.72,"1",0.232,0.144,0,0.132,0.583,4,-0.9372,4.486,1.30046,10.1424
TRUE,0.457,0.757,"1",-5.177,"1",0.032,0.0206,0,0.146,0.417,4,0.9813,4.44333333333333,1.02961,8.1525
FALSE,0.619,0.621,"0",-5.465,"0",0.0357,0.00994,0.00332,0.121,0.338,4,0.9539,5.12488333333333,1.27042,5.9325
FALSE,0.519,0.754,"2",-5.689,"1",0.0402,0.258,3.75e-06,0.139,0.16,4,-0.7579,3.58645,1.25975,10.7152
TRUE,0.544,0.607,"2",-6.51,"1",0.0489,0.00432,0,0.148,0.177,4,0.9953,4.36178333333333,1.35029,13.3451428571429
FALSE,0.608,0.602,"7",-6.346,"1",0.0393,0.507,0,0.129,0.393,4,0.9906,5.85288333333333,1.39954,2.6376
FALSE,0.423,0.669,"1",-5.996,"1",0.0293,0.0256,0,0.0824,0.552,4,-0.0721,4.03378333333333,2.01995,8.87642857142857
TRUE,0.525,0.776,"7",-5.598,"1",0.0321,0.0114,0,0.117,0.413,4,0.9454,3.942,1.27046,9.41728571428571
FALSE,0.635,0.731,"0",-7.881,"1",0.0367,0.0635,8.8e-05,0.165,0.329,4,0.9576,4.09186666666667,1.19974,0.183
FALSE,0.43,0.543,"4",-6.908,"1",0.0337,0.076,4.5e-06,0.101,0.28,4,0.1003,4.36333333333333,1.40349,4.59
TRUE,0.637,0.93,"4",-2.632,"1",0.0511,0.0177,0,0.452,0.886,4,0.996,3.04778333333333,0.90014,22.6612
TRUE,0.689,0.915,"9",-5.348,"1",0.0782,0.0227,0,0.0888,0.492,4,0.9217,4.17288333333333,1.24045,8.87642857142857
TRUE,0.502,0.417,"10",-7.665,"1",0.0718,0.127,0.00419,0.106,0.218,4,-0.9795,4.684,1.80301,2.8576
TRUE,0.779,0.572,"6",-9.985,"0",0.378,0.157,0,0.246,0.647,4,0.999,5.00266666666667,1.35956,52.8641428571429
TRUE,0.674,0.628,"2",-7.079,"1",0.03,0.00144,0,0.0944,0.552,4,-0.3916,4.13178333333333,1.03998,9.57214285714286
TRUE,0.716,0.821,"5",-3.435,"0",0.0314,0.0558,0,0.0844,0.618,4,0.998,3.65911666666667,0.92997,17.8732857142857
FALSE,0.677,0.977,"1",-2.198,"0",0.0902,0.0663,0,0.281,0.902,4,0.9953,3.30088333333333,1.48006,0.041
TRUE,0.595,0.623,"10",-5.975,"1",0.0314,0.0496,0,0.109,0.645,4,-0.8407,3.79578333333333,1.49974,11.781
TRUE,0.558,0.781,"1",-5.448,"0",0.0963,0.00657,0.00144,0.102,0.286,4,0,3.57221666666667,1.26025,5.75
FALSE,0.528,0.773,"0",-3.395,"1",0.0331,0.0533,1.5e-05,0.34,0.48,4,0.9574,3.59845,1.43816,1.1256
FALSE,0.489,0.867,"4",-3.121,"0",0.071,0.025,0,0.586,0.409,4,0.9774,2.62155,1.62131,24.27075
TRUE,0.591,0.808,"9",-5.943,"1",0.288,0.0869,0.00396,0.147,0.337,4,-0.9949,4.512,0.92864,9.61971428571429
TRUE,0.606,0.826,"0",-6.04,"1",0.0307,0.0256,1.56e-05,0.117,0.322,4,-0.7515,3.50288333333333,1.2104,5.9265
