"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","sentiment","duration_min","log_popularity"
TRUE,0.918,0.396,"6",-7.932,"0",0.378,0.00451,1.87e-05,0.0958,0.74,127.904,4,0.9961,3.81688333333333,8.79471128519378
FALSE,0.441,0.845,"10",-3.315,"1",0.0462,3.28e-06,0.0533,0.723,0.304,113.989,4,0.4939,3.96511666666667,7.85544777399582
TRUE,0.524,0.878,"5",-3.108,"0",0.0346,0.0012,0,0.098,0.59,130.989,4,-0.9778,3.31978333333333,9.66364916473729
TRUE,0.563,0.402,"9",-10.496,"1",0.0668,0.252,2.07e-06,0.0886,0.2,115.561,4,-0.998,5.17533333333333,8.57439234516704
FALSE,0.407,0.685,"6",-6.549,"1",0.0302,0.292,3.37e-05,0.0823,0.221,175.832,4,-0.9504,3.69488333333333,9.06806226671653
TRUE,0.555,0.924,"7",-4.93,"1",0.0604,0.0159,0,0.075,0.865,87.606,4,-0.6939,4.66666666666667,8.04900125339977
TRUE,0.493,0.808,"5",-3.365,"0",0.0362,0.000235,0,0.0983,0.38,117.971,4,-0.7631,4.47688333333333,9.1075321519945
FALSE,0.417,0.945,"8",-3.703,"1",0.0805,0.00019,8.63e-05,0.2,0.607,164.997,4,0.5141,3.84066666666667,8.66074916956272
FALSE,0.399,0.382,"6",-8.11,"1",0.168,0.46,1.66e-05,0.119,0.194,86.463,4,0.9959,2.99178333333333,9.06806226671653
TRUE,0.428,0.44,"1",-6.48,"1",0.0241,0.63,0.000862,0.116,0.265,78.463,4,-0.9202,3.69621666666667,8.54375722254179
TRUE,0.41,0.796,"0",-4.222,"1",0.0326,0.0365,0.000156,0.307,0.342,164.161,4,0.9657,3.98666666666667,10.0869126668531
TRUE,0.713,0.887,"8",-4.564,"1",0.0322,0.0387,1.79e-05,0.273,0.88,112.016,4,-0.0233,2.84688333333333,7.43425738213314
TRUE,0.625,0.487,"3",-12.65,"0",0.03,0.0234,0.00275,0.177,0.629,141.373,4,0,3.39256666666667,8.20594675854706
TRUE,0.839,0.804,"1",-2.513,"1",0.0329,0.0192,0,0.331,0.888,122.973,4,-0.9953,3.99978333333333,7.37921617922585
TRUE,0.549,0.107,"0",-16.147,"1",0.0844,0.957,0,0.111,0.307,74.63,4,0.9992,3.65088333333333,8.87632511450814
FALSE,0.262,0.501,"7",-7.805,"1",0.0407,0.0899,0,0.154,0.363,174.409,4,0.9657,3.94178333333333,9.06806226671653
TRUE,0.601,0.806,"7",-4.579,"1",0.0345,0.0527,0,0.185,0.711,89.87,4,0.9979,3.86533333333333,8.83908343519776
TRUE,0.474,0.391,"1",-7.781,"1",0.263,0.145,0,0.201,0.526,78.798,4,0.9985,3.928,9.73521090266276
FALSE,0.854,0.671,"11",-6.303,"1",0.254,0.176,0,0.261,0.366,104.038,4,-0.9994,3.23155,10.6589027097473
FALSE,0.415,0.913,"7",-5.361,"1",0.0482,0.000543,3.02e-05,0.284,0.427,164.289,4,0.8296,3.47666666666667,8.69767973226446
TRUE,0.541,0.895,"2",-4.884,"1",0.0367,0.0161,0,0.571,0.657,102.075,4,0.9972,4.03378333333333,8.49864727412914
TRUE,0.851,0.806,"4",-4.62,"1",0.0787,0.118,1.64e-06,0.121,0.787,118.999,4,0.9977,3.95333333333333,9.72353651716813
TRUE,0.605,0.744,"4",-5.5,"1",0.252,0.00291,0,0.319,0.743,76.171,4,0.9859,5.22333333333333,8.5354259596773
FALSE,0.55,0.373,"4",-6.31,"1",0.0286,0.717,0,0.096,0.101,101.84,4,0.9869,4.42688333333333,8.45083969086622
TRUE,0.93,0.71,"10",-5.262,"0",0.0692,0.25,2.17e-05,0.12,0.457,99.053,4,-0.8822,3.60688333333333,9.54269700826371
TRUE,0.476,0.895,"4",-4.857,"1",0.0299,0.0101,1.02e-06,0.127,0.632,108.087,4,0.9346,4.13333333333333,8.05046419470416
FALSE,0.641,0.601,"0",-8.51,"1",0.0337,0.508,9.33e-06,0.121,0.553,104.984,4,0.994,3.626,7.24179599041194
TRUE,0.894,0.678,"6",-5.611,"0",0.0523,0.00569,2.43e-06,0.317,0.844,105.024,4,0.9995,3.60555,9.72353651716813
TRUE,0.336,0.602,"4",-6.354,"1",0.0325,0.0635,0,0.141,0.299,161.01,4,0.0973,3.90866666666667,9.05514748257048
FALSE,0.622,0.526,"6",-7.887,"1",0.0531,0.406,0,0.115,0.55,81.97,4,0.9891,3.61111666666667,9.06806226671653
TRUE,0.651,0.699,"5",-5.006,"1",0.0265,0.213,0.000265,0.12,0.36,141.938,4,0.9834,3.856,8.33849174079044
FALSE,0.584,0.917,"7",-5.576,"1",0.0509,0.000496,0.00133,0.376,0.609,116.996,4,0.9719,3.52066666666667,5.8406416573734
FALSE,0.629,0.174,"6",-9.697,"1",0.141,0.616,0,0.118,0.305,134.295,1,0.9997,2.43445,6.98656645940643
FALSE,0.84,0.628,"8",-6.133,"1",0.0508,0.0432,0,0.0868,0.496,122.016,4,0.9953,3.31888333333333,4.29045944114839
TRUE,0.8,0.721,"7",-8.935,"1",0.103,0.18,0,0.194,0.684,123.295,4,0.9211,4.09711666666667,6.87781140260906
FALSE,0.535,0.694,"7",-4.818,"1",0.0402,0.00132,0.000654,0.118,0.292,121.96,4,-0.9535,4.03488333333333,9.06889200839181
FALSE,0.692,0.886,"9",-4.969,"1",0.0301,0.0684,0,0.142,0.696,112.986,4,0.9973,3.138,9.14105460045535
TRUE,0.46,0.796,"0",-4.501,"0",0.0333,0.00107,0,0.106,0.182,100.011,4,0.9918,3.70111666666667,8.93385255228398
TRUE,0.583,0.859,"7",-4.009,"1",0.0389,0.0183,0,0.0928,0.772,97.998,4,0.9958,3.72621666666667,7.12141399108513
TRUE,0.602,0.785,"7",-6.129,"1",0.0578,0.245,0,0.19,0.565,84.038,4,0.9959,3.57466666666667,8.81709035494728
FALSE,0.714,0.747,"11",-4.134,"0",0.111,0.054,0,0.0845,0.765,119.899,4,0.9969,3.40445,8.45083969086622
TRUE,0.427,0.836,"1",-3.835,"1",0.0347,0.00305,0,0.177,0.279,142.99,4,-0.8748,3.56378333333333,8.52054755922881
FALSE,0.875,0.843,"6",-3.292,"0",0.246,0.0299,0,0.0552,0.586,136.974,4,0.9956,3.52466666666667,7.13913151522282
FALSE,0.328,0.926,"9",-3.187,"1",0.0756,0.00123,0,0.127,0.392,194.877,4,-0.9402,3.78045,8.11939858961229
FALSE,0.602,0.922,"11",-3.061,"0",0.0386,0.00632,0,0.284,0.396,104.101,4,0.7749,2.82888333333333,8.78580165648652
TRUE,0.64,0.822,"9",-4.954,"1",0.041,0.42,0.000435,0.144,0.395,141.054,4,0.9709,3.32955,9.26743878401606
FALSE,0.642,0.722,"4",-4.845,"0",0.167,0.293,0,0.337,0.513,127.959,4,0.9721,3.82021666666667,8.37483566119328
FALSE,0.761,0.915,"6",-3.019,"0",0.195,0.0146,0,0.332,0.402,99.024,4,0.9373,3.40888333333333,9.72353651716813
FALSE,0.434,0.939,"4",-2.983,"0",0.0593,0.0425,0,0.491,0.569,159.932,4,0.9644,3.49155,8.64937089043309
TRUE,0.679,0.522,"7",-5.603,"0",0.0427,0.297,0,0.151,0.445,60.014,4,0.9983,3.77511666666667,8.34727440133933
TRUE,0.422,0.712,"11",-5.907,"0",0.1,0.273,0,0.051,0.471,78.454,4,0.9782,4.35266666666667,9.73521090266276
TRUE,0.757,0.629,"7",-5.582,"0",0.125,0.018,0,0.339,0.711,129.946,4,0.9989,3.24355,7.53613534084951
TRUE,0.665,0.779,"0",-2.671,"1",0.0367,0.00431,2.33e-05,0.617,0.9,109.986,4,-0.9783,3.07578333333333,6.48463523563525
TRUE,0.65,0.862,"9",-5.148,"1",0.0567,0.0231,0,0.0728,0.541,127.946,4,0.3996,3.78,7.92334821193015
FALSE,0.731,0.813,"6",-7.366,"0",0.065,0.00439,3.5e-06,0.26,0.497,130.028,4,0.9182,3.482,8.61842519649028
FALSE,0.585,0.927,"5",-5.253,"1",0.04,0.00432,0,0.178,0.672,142.043,4,0.9732,3.77088333333333,8.91907856658568
FALSE,0.613,0.777,"10",-3.933,"0",0.0688,0.0985,0,0.356,0.626,129.482,4,0.7404,4.20155,8.75636755980297
FALSE,0.328,0.939,"2",-1.654,"0",0.0423,4.93e-05,0.0065,0.337,0.329,185.971,4,-0.9978,3.89978333333333,8.98509043712631
FALSE,0.675,0.862,"11",-4.614,"1",0.0253,0.0165,0.000427,0.169,0.498,129.967,4,0.9978,3.18333333333333,8.37363070277237
TRUE,0.485,0.911,"3",-5.749,"1",0.0355,8.67e-05,0,0.092,0.568,89.956,4,0.9894,4.15111666666667,9.24175094495101
TRUE,0.338,0.803,"8",-5.412,"0",0.0413,0.0187,0,0.136,0.4,151.994,4,-0.9682,4.03088333333333,7.98169057993781
TRUE,0.617,0.741,"2",-3.97,"1",0.0311,0.131,0,0.0772,0.306,118.984,4,0.993,3.93778333333333,10.5305969067438
TRUE,0.624,0.915,"5",-2.627,"0",0.0364,0.141,0,0.386,0.815,108.046,3,0.9136,3.06933333333333,8.82077321902079
TRUE,0.502,0.938,"9",-3.114,"1",0.13,0.00098,0,0.318,0.35,144.077,4,0.9971,3.33911666666667,9.02466118464433
FALSE,0.57,0.798,"9",-4.92,"1",0.0323,0.102,0.000128,0.178,0.671,103.303,4,0.9884,2.85555,5.57847117257903
TRUE,0.449,0.864,"9",-1.159,"0",0.0378,0.0133,1.31e-06,0.0984,0.355,105.121,4,0.5414,4.00778333333333,7.25417784645652
TRUE,0.755,0.901,"9",-3.152,"1",0.0893,0.0451,0.0373,0.363,0.959,145.042,4,-0.9942,5.17621666666667,7.8410014515057
TRUE,0.655,0.786,"3",-4.451,"1",0.034,0.163,5.99e-05,0.124,0.378,113.964,4,-0.9505,4.26688333333333,9.68948955288162
FALSE,0.637,0.891,"11",-4.139,"0",0.0345,0.0742,0.000622,0.0686,0.933,126.002,4,0.9915,3.58555,7.44641839081359
TRUE,0.777,0.82,"1",-3.211,"0",0.0471,0.00505,2.6e-05,0.142,0.651,119.987,4,0.5148,3.46888333333333,7.8087293067444
FALSE,0.533,0.674,"1",-5.862,"1",0.358,0.018,0,0.0906,0.602,213.737,4,0.9817,4.64645,10.6589027097473
FALSE,0.597,0.65,"1",-12.755,"1",0.0376,0.000657,0.539,0.319,0.435,173.982,4,0.999,4.19668333333333,6.56197317303515
FALSE,0.602,0.894,"4",-3.975,"1",0.032,0.00154,0,0.433,0.643,125.988,4,0.9925,3.01333333333333,5.91350300563827
FALSE,0.569,0.869,"3",-5.432,"0",0.217,0.0342,0,0.0718,0.492,86.62,4,-0.9986,4.27311666666667,6.89820986613861
TRUE,0.493,0.643,"0",-5.19,"1",0.0299,0.512,2.43e-05,0.209,0.3,144.704,4,0.9956,5.36066666666667,8.73543586413074
TRUE,0.664,0.608,"1",-6.563,"0",0.279,0.0693,5.41e-05,0.0836,0.43,82.481,4,-0.988,3.47155,9.50052555902108
FALSE,0.681,0.778,"7",-2.985,"1",0.0288,0.114,0,0.119,0.771,116.211,4,0.9826,3.16488333333333,3.49650756146648
FALSE,0.419,0.637,"6",-5.552,"1",0.0328,0.0409,0,0.13,0.212,148.134,4,0.9725,4.33978333333333,7.37109613617638
TRUE,0.72,0.672,"7",-6.852,"1",0.0551,0.009,0,0.232,0.705,124.986,4,0.9946,3.41066666666667,8.61842519649028
TRUE,0.686,0.576,"1",-6.633,"1",0.0284,0.443,1.66e-05,0.212,0.72,83.969,4,0.996,3.47021666666667,10.1953209961104
TRUE,0.653,0.786,"2",-5.418,"1",0.0338,0.0103,2.19e-06,0.201,0.477,120.992,4,0.9969,3.77888333333333,8.8719543051497
TRUE,0.56,0.958,"11",-3.245,"1",0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,4,-0.9986,3.18311666666667,8.3841188371909
FALSE,0.289,0.292,"4",-11.991,"1",0.048,0.491,0,0.255,0.491,185.425,4,0.9957,3.16666666666667,8.91907856658568
FALSE,0.815,0.739,"9",-5.726,"0",0.0479,0.0119,0,0.615,0.361,119.98,4,0.9039,4.244,9.54269700826371
FALSE,0.627,0.872,"11",-4.388,"0",0.158,0.00566,0,0.522,0.548,93.728,4,0.9873,4.86333333333333,8.30318634443561
FALSE,0.727,0.696,"5",-4.472,"0",0.0706,0.251,0,0.0726,0.467,132.077,4,-0.9979,6.54711666666667,10.7500444241733
TRUE,0.88,0.443,"11",-6.359,"0",0.0653,0.462,7.13e-06,0.122,0.803,138.018,4,0.9921,3.68733333333333,8.3455979019826
TRUE,0.673,0.614,"7",-5.426,"1",0.103,0.0782,0,0.139,0.362,176.052,4,-0.999,4.82911666666667,8.42584515195693
TRUE,0.718,0.691,"4",-6.44,"1",0.0387,0.0159,0,0.0627,0.552,100.008,4,-0.9981,3.55178333333333,8.31401565274291
TRUE,0.546,0.712,"3",-3.104,"0",0.0269,0.000969,0,0.406,0.489,150.154,4,0.9801,3.43888333333333,7.68325020089084
FALSE,0.382,0.311,"0",-9.183,"1",0.0283,0.937,2.18e-05,0.129,0.323,75.918,4,0,4.30555,9.1162372411728
TRUE,0.738,0.868,"1",-4.15,"1",0.0348,0.0371,0,0.294,0.199,130.003,4,0.9996,4.21555,8.61842519649028
FALSE,0.633,0.429,"4",-6.784,"0",0.0381,0.0444,0,0.132,0.52,143.793,4,0.6598,4.56088333333333,8.8029484086743
TRUE,0.641,0.724,"8",-3.843,"1",0.0483,0.00631,7.08e-05,0.0724,0.748,89.971,4,-0.9258,3.02088333333333,9.06889200839181
TRUE,0.649,0.782,"8",-5.043,"1",0.0584,0.0253,0,0.262,0.761,141.935,4,0.9648,3.47155,8.37101068123816
FALSE,0.42,0.872,"1",-3.712,"0",0.0406,0.0162,0,0.0919,0.312,166.119,4,0.8995,3.99955,8.9108893159244
FALSE,0.731,0.927,"11",-5.663,"0",0.0408,0.015,0,0.103,0.669,143.987,4,0.9982,4.16533333333333,6.17586727010576
TRUE,0.902,0.557,"11",-9.351,"1",0.0392,0.0571,0.00159,0.126,0.807,119.031,4,0,3.98476666666667,9.63478423868213
TRUE,0.373,0.886,"8",-3.126,"1",0.12,0.0822,0,0.239,0.392,149.327,4,-0.9164,5.33256666666667,7.80946015252787
FALSE,0.522,0.964,"11",-2.645,"0",0.095,0.00109,0.000389,0.0387,0.51,170.944,4,0.9995,3.64378333333333,8.66074916956272
FALSE,0.684,0.741,"5",-3.892,"1",0.0276,0.127,0,0.348,0.821,83.999,4,0.9974,2.78155,5.91350300563827
FALSE,0.715,0.978,"0",-3.555,"1",0.0747,0.048,0.000135,0.098,0.789,106.009,4,0.63,3.12333333333333,5.91350300563827
FALSE,0.371,0.914,"0",-3.413,"1",0.0826,0.00667,0,0.265,0.646,144.887,4,-0.8198,4.56845,7.32218012846177
FALSE,0.497,0.973,"9",-3.179,"1",0.0688,0.00072,1.08e-05,0.208,0.711,157.959,4,0.9945,3.016,8.91907856658568
FALSE,0.405,0.744,"6",-3.791,"0",0.034,0.205,0.0112,0.0865,0.367,150.225,4,0.939,3.63778333333333,8.76791299850055
FALSE,0.636,0.85,"10",-4.469,"1",0.0409,0.00121,0,0.129,0.75,120.995,4,-0.9974,3.63778333333333,8.3261940934286
TRUE,0.721,0.253,"5",-12.582,"1",0.0277,0.912,1.27e-05,0.105,0.43,92.089,4,0.9806,3.04955,8.24928760212803
FALSE,0.732,0.639,"11",-8.33,"0",0.124,0.0138,0,0.0839,0.52,144.972,4,-0.9842,4.71311666666667,6.06145691892802
TRUE,0.469,0.943,"2",-4.196,"1",0.102,6.07e-05,0.00547,0.0717,0.358,134.031,4,0.959,4.94955,8.23297179059344
TRUE,0.595,0.715,"4",-13.863,"1",0.0384,0.0374,0,0.374,0.722,134.498,4,0.9514,3.56311666666667,7.9073756184433
TRUE,0.643,0.86,"11",-4.447,"1",0.0495,0.00423,0,0.286,0.674,111.148,4,0.9926,3.51845,6.10255859461357
TRUE,0.526,0.882,"9",-4.006,"1",0.0509,0.0014,0,0.144,0.424,144.982,4,0.9371,3.52488333333333,9.02466118464433
TRUE,0.758,0.712,"7",-3.781,"1",0.112,0.0185,0,0.0677,0.795,149.998,4,-0.998,3.22311666666667,7.89020821310996
TRUE,0.717,0.587,"4",-7.296,"0",0.0339,0.0192,0,0.0523,0.544,129.954,4,0.9895,3.60866666666667,8.50621313057307
TRUE,0.623,0.871,"0",-2.403,"1",0.239,0.0465,0,0.111,0.653,150.079,4,-0.9962,2.60445,8.02812905943176
FALSE,0.61,0.9,"11",-2.304,"0",0.0453,0.00345,7.86e-06,0.272,0.621,139.969,4,-0.782,3.508,8.19367666595524
FALSE,0.587,0.943,"0",-3.277,"1",0.0346,0.157,0,0.248,0.747,103.013,4,0.9883,4.44378333333333,7.63753569344088
FALSE,0.809,0.744,"0",-5.9,"0",0.0435,0.0809,0,0.21,0.572,107.989,4,-0.9965,3.96488333333333,7.48436864328613
TRUE,0.713,0.746,"0",-4.99,"1",0.259,0.0402,0,0.601,0.47,135.021,4,-0.9994,4.99578333333333,8.83002305740067
FALSE,0.554,0.902,"4",-4.019,"1",0.0566,0.00636,0,0.328,0.662,126.021,4,-0.9835,3.11666666666667,6.83625927727707
FALSE,0.481,0.926,"0",-3.464,"1",0.0576,0.00561,0,0.119,0.523,149.957,4,0.8105,3.90245,8.3261940934286
TRUE,0.924,0.853,"2",-1.203,"1",0.0792,0.107,1.45e-06,0.129,0.67,114.003,4,0.9981,4.49355,10.7500444241733
FALSE,0.715,0.8,"4",-5.144,"0",0.057,0.0271,0,0.0648,0.445,129.023,4,0.997,3.60245,5.50938833662798
FALSE,0.532,0.815,"8",-5.834,"1",0.0392,0.0301,0,0.0721,0.546,149.728,4,0.9951,4.608,6.16261280330381
FALSE,0.602,0.932,"6",-4.05,"1",0.066,0.00535,0,0.248,0.619,116.017,4,0.9876,3.05333333333333,8.28981847912976
FALSE,0.395,0.774,"1",-3.169,"1",0.0408,0.00843,0,0.0836,0.736,183.983,4,0.9862,3.02045,7.66434663209862
FALSE,0.689,0.562,"7",-7.048,"0",0.0637,0.0656,0,0.0885,0.21,133.987,4,0.9986,4.85221666666667,7.60862258255722
TRUE,0.458,0.585,"2",-5.574,"1",0.0342,0.324,0,0.231,0.196,145.977,4,-0.5032,4.08955,8.49864727412914
FALSE,0.532,0.718,"0",-5.783,"1",0.128,0.292,0,0.128,0.485,82.982,4,0.9664,4.17755,7.99429498641598
TRUE,0.393,0.552,"8",-3.526,"1",0.0283,0.544,0,0.101,0.217,147.515,4,0.63,4.33,9.52414330487929
TRUE,0.458,0.55,"2",-7.092,"1",0.0262,0.566,1.39e-05,0.108,0.56,90.56,4,0.9991,3.306,6.70767700059892
FALSE,0.449,0.789,"3",-3.114,"1",0.0351,0.00357,0,0.0816,0.251,141.922,4,-0.9342,3.50155,7.47831100695589
FALSE,0.577,0.747,"10",-4.675,"0",0.052,0.133,0,0.141,0.502,94.954,4,-0.9989,3.70555,7.47831100695589
TRUE,0.713,0.826,"8",-4.075,"1",0.243,0.0897,0,0.421,0.664,86.444,4,0.9992,4.03221666666667,7.24351297466548
TRUE,0.738,0.804,"10",-6.018,"0",0.0608,0.197,0,0.297,0.791,109.045,4,0.5386,3.01688333333333,9.05514748257048
TRUE,0.514,0.838,"11",-5.353,"1",0.0649,0.00297,0,0.593,0.324,77.491,4,0.9242,3.74045,6.98656645940643
FALSE,0.533,0.83,"7",-5.416,"1",0.038,0.379,0,0.953,0.156,114.126,4,-0.9639,2.90621666666667,8.37999795223839
TRUE,0.554,0.872,"6",-2.849,"1",0.0897,0.221,0,0.0638,0.657,172.196,4,0.8846,3.67621666666667,9.66341746129124
TRUE,0.79,0.647,"10",-5.983,"0",0.136,0.0515,0,0.248,0.654,87.999,4,-0.9983,3.51666666666667,9.55911968181679
FALSE,0.577,0.336,"5",-7.263,"1",0.0303,0.804,0,0.103,0.154,95.927,4,0.7868,2.942,8.05046419470416
FALSE,0.588,0.554,"8",-8.406,"1",0.0545,0.216,0.118,0.0619,0.496,146.133,4,0.9998,3.97221666666667,9.55911968181679
FALSE,0.474,0.766,"4",-3.419,"1",0.0291,0.291,1.38e-05,0.685,0.402,149.988,4,0.9981,3.69666666666667,7.68465257200394
FALSE,0.516,0.863,"6",-2.957,"1",0.0358,0.014,0,0.0923,0.268,141.963,4,-0.9683,3.79666666666667,8.37999795223839
TRUE,0.587,0.778,"4",-3.447,"1",0.0441,0.21,0,0.106,0.403,129.868,4,-0.9735,3.60645,8.29696206154906
TRUE,0.893,0.666,"1",-5.089,"1",0.136,0.0203,0,0.342,0.874,107.026,4,0.9986,3.67378333333333,8.87964640893111
TRUE,0.669,0.726,"11",-6.372,"1",0.0338,0.0215,0,0.194,0.292,131.987,4,-0.9903,4.54355,8.16434764067708
FALSE,0.532,0.61,"9",-4.617,"1",0.0411,0.441,0,0.0746,0.0691,119.999,4,0.9979,3.996,6.76157276880406
TRUE,0.625,0.414,"0",-8.7,"1",0.0369,0.294,0,0.151,0.669,130.088,4,0.9988,3.16021666666667,8.87632511450814
FALSE,0.48,0.325,"7",-7.7,"0",0.0286,0.298,0,0.11,0.244,84.962,4,0.9749,3.93,8.37999795223839
FALSE,0.876,0.878,"9",-0.929,"0",0.168,0.251,0,0.321,0.677,97.99,4,-0.9963,3.02266666666667,10.7500444241733
FALSE,0.437,0.939,"3",-3.552,"1",0.0649,0.00103,0,0.157,0.534,161.969,4,0.9834,3.43666666666667,9.06806226671653
TRUE,0.675,0.602,"1",-4.688,"1",0.0596,0.0034,1.28e-05,0.199,0.092,159.994,4,0.999,4.13,9.50052555902108
TRUE,0.614,0.797,"6",-4.896,"1",0.0314,0.0635,0,0.187,0.374,90.946,4,0.998,4.19221666666667,9.36108525866861
TRUE,0.877,0.585,"6",-7.503,"0",0.345,0.102,0,0.107,0.668,139.905,4,-0.9987,2.9678,9.3954912557803
FALSE,0.394,0.693,"9",-6.993,"1",0.0938,0.675,0,0.115,0.433,164.004,4,-0.9986,4.26511666666667,8.10059491031574
FALSE,0.631,0.755,"7",-7.206,"1",0.136,0.00733,0,0.0889,0.439,91.378,4,0.977,4.29133333333333,8.85778391952342
TRUE,0.584,0.524,"4",-6.001,"1",0.0287,0.335,0,0.11,0.389,143.863,4,0.751,3.65,8.83908343519776
FALSE,0.452,0.544,"4",-5.423,"1",0.0277,0.0631,5.33e-06,0.104,0.158,133.042,3,-0.1835,3.19911666666667,10.5595064293267
FALSE,0.775,0.829,"1",-1.933,"1",0.304,0.0606,0,0.33,0.836,176.047,4,-0.7817,4.636,10.7500444241733
FALSE,0.727,0.676,"7",-4.556,"1",0.25,0.304,0,0.5,0.391,163.021,4,0.9641,3.47666666666667,7.98541628089731
TRUE,0.674,0.616,"8",-4.757,"1",0.0432,0.118,0,0.289,0.63,77.968,4,0.9956,3.69888333333333,7.63304691286865
TRUE,0.761,0.704,"11",-5.975,"0",0.059,0.00435,0,0.272,0.738,154.007,4,-0.9866,3.88866666666667,6.62007320653036
FALSE,0.783,0.765,"9",-5.227,"1",0.145,0.31,0,0.0777,0.692,89.006,4,0.9895,3.614,7.22183582528845
TRUE,0.516,0.874,"9",-2.571,"1",0.186,0.0864,0,0.173,0.391,169.561,3,0.9461,4.95866666666667,10.7500444241733
TRUE,0.435,0.558,"10",-5.423,"1",0.0342,0.26,0,0.245,0.203,115.742,3,-0.5553,3.08511666666667,8.2728260036504
FALSE,0.641,0.451,"4",-7.694,"1",0.0899,0.507,1.71e-06,0.629,0.612,179.967,4,0.9949,3.71933333333333,8.86141454669197
FALSE,0.65,0.753,"2",-4.745,"0",0.0632,0.324,0,0.307,0.616,82.478,4,0.9934,3.69888333333333,7.15695636461564
FALSE,0.596,0.827,"5",-4.455,"1",0.0541,0.0846,0,0.382,0.662,81.019,4,0.985,3.46045,7.91327714458423
FALSE,0.75,0.831,"4",-2.601,"0",0.397,0.0603,0,0.0576,0.731,76.439,4,-0.9439,5.33088333333333,10.7500444241733
TRUE,0.74,0.945,"0",-4.442,"0",0.0889,0.123,0,0.112,0.629,130.015,4,0.9997,5.21645,8.94962474775422
TRUE,0.791,0.733,"6",-5.215,"0",0.052,0.147,0.000381,0.0713,0.761,114.98,4,0.9965,3.206,8.50621313057307
FALSE,0.483,0.931,"2",-3.439,"1",0.044,0.00826,0,0.107,0.645,160.05,4,0.9822,3.56888333333333,9.49627091138916
FALSE,0.661,0.847,"10",-6.948,"1",0.0404,0.419,8.82e-05,0.107,0.522,134.002,4,0.691,3.452,7.48680014172527
TRUE,0.875,0.551,"6",-6.744,"0",0.317,0.0488,0.00728,0.0537,0.861,146.092,4,0.9183,3.34355,9.73521090266276
FALSE,0.453,0.602,"3",-5.56,"0",0.038,0.351,0,0.117,0.349,169.753,4,0.9964,3.56511666666667,7.16575104106355
TRUE,0.573,0.814,"0",-4.954,"1",0.0338,0.000267,0,0.0513,0.423,113.171,4,0.9422,2.82421666666667,9.5742270266817
TRUE,0.486,0.617,"5",-7.115,"0",0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,-0.934,4.03955,9.00459013077073
TRUE,0.706,0.841,"7",-3.956,"1",0.0418,7.95e-05,0,0.0688,0.861,132.032,4,-0.3561,3.67045,9.62762025839333
FALSE,0.557,0.874,"0",-5.729,"1",0.0339,0.00134,0,0.127,0.396,139.002,3,-0.9987,3.84511666666667,5.89715386763674
FALSE,0.607,0.281,"11",-12.632,"1",0.0258,0.733,0.000123,0.29,0.468,134.977,4,0.9752,3.154,9.05514748257048
FALSE,0.481,0.786,"10",-5.654,"1",0.0288,0.0538,0,0.0759,0.389,153.105,4,-0.9197,4.22733333333333,9.14105460045535
FALSE,0.335,0.769,"4",-6.844,"0",0.377,0.0716,0,0.322,0.334,77.275,4,0.9088,4.99778333333333,9.54269700826371
FALSE,0.598,0.905,"7",-5.074,"1",0.175,0.0287,0,0.144,0.616,143.018,4,0.99,4.42155,7.55276208421415
TRUE,0.657,0.584,"5",-5.532,"1",0.128,0.254,0,0.221,0.487,139.702,4,0.9996,5.538,8.4497437710527
FALSE,0.591,0.835,"2",-2.824,"1",0.355,0.558,6.59e-06,0.115,0.376,121.925,5,0.3535,2.90888333333333,7.24351297466548
TRUE,0.431,0.803,"4",-4.459,"1",0.0364,0.00167,0,0.331,0.309,147.048,4,0.99,4.10683333333333,9.66364916473729
TRUE,0.474,0.814,"7",-6.875,"1",0.0419,0.604,0.0145,0.15,0.91,79.216,4,0.9978,3.25245,8.66470369215167
TRUE,0.426,0.584,"1",-5.293,"1",0.296,0.0383,0,0.192,0.272,193.438,4,0.973,3.20978333333333,9.67492022821211
FALSE,0.72,0.913,"7",-3.67,"1",0.0491,0.00303,6.24e-05,0.348,0.8,124.997,4,0.979,2.59333333333333,5.91350300563827
FALSE,0.577,0.906,"8",-3.673,"1",0.0583,0.0304,0,0.189,0.692,152.946,4,0.9859,3.73645,5.91350300563827
FALSE,0.512,0.76,"7",-2.507,"1",0.0311,0.292,0,0.189,0.584,167.884,4,0.7705,4.02733333333333,7.66481578528574
TRUE,0.728,0.605,"8",-7.953,"1",0.334,0.0197,2.46e-05,0.0668,0.743,80.545,4,0.9699,3.17778333333333,6.10702288774225
FALSE,0.163,0.885,"5",-4.623,"0",0.0725,0.000202,0.0121,0.228,0.549,198.556,3,-0.9683,5.73178333333333,7.34974516177267
FALSE,0.556,0.836,"7",-3.931,"1",0.042,0.109,0,0.274,0.559,116.978,4,0.9852,3.87578333333333,7.37109613617638
FALSE,0.528,0.923,"1",-1.884,"0",0.058,0.00536,1.46e-05,0.134,0.267,130.067,4,0.9988,2.98666666666667,7.05272104923232
TRUE,0.423,0.517,"0",-7.377,"1",0.0486,0.369,0,0.177,0.366,185.262,4,0.8156,3.9086,10.5305969067438
